"","cp","Accuracy_train","Kappa_train","AccuracySD_train","KappaSD_train","Accuracy_test","AccuracyPValue_test","Kappa_test","PC","date","alt","k","repetitions","CV","split"
"182",0.001,0.612404762,0.510026202,0.178373723,0.220570864,0.333333333,0.606925322,0.150442478,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"183",0.001,0.697265152,0.617630081,0.131903405,0.166081022,0.625,0.003229781,0.52,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"184",0.001,0.667045815,0.57827564,0.133550124,0.169830589,0.708333333,0.000192837,0.628318584,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"185",0.001,0.510333333,0.379213611,0.104279367,0.129398634,0.5,0.177722456,0.368421053,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"186",0.001,0.535333333,0.418257694,0.116877635,0.139916165,0.5,0.177722456,0.368421053,3,"09/03/2022","15m",10,10,"cv1010","8020split"
"187",0.001,0.555333333,0.432984758,0.133667091,0.160493135,0.5,0.177722456,0.357142857,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"188",0.001,0.620166667,0.515436426,0.103374462,0.118463175,0.5,0.177722456,0.409836066,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"189",0.001,0.247666667,0.062777949,0.136741377,0.164222389,0.333333333,0.351221383,0.111111111,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"190",0.001,0.181666667,-0.016548879,0.142989958,0.171685418,0.25,0.609324992,0.068965517,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"191",0.001,0.65697619,0.559077965,0.116550656,0.142160864,0.25,0.818877354,0.175572519,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"192",0.001,0.676809524,0.585228758,0.101795433,0.122344015,0.25,0.818877354,0.175572519,3,"22/03/2022","50m",10,10,"cv1010","8020split"
"193",0.001,0.6025,0.502463703,0.20589482,0.253795565,0.75,0.000391662,0.684210526,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"194",0.001,0.3395,0.171582385,0.142166478,0.168244543,0.5,0.054402232,0.333333333,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"195",0.001,0.561,0.437482583,0.132451207,0.160459412,0.833333333,0.019287109,0.76,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"196",0.001,0.647666667,0.545567227,0.132954428,0.163386625,0.416666667,0.806152344,0.31147541,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"197",0.001,0.29259707,0.115088216,0.127149253,0.158983167,0.222222222,0.710294158,0.040913416,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"198",0.001,0.239886447,0.048058583,0.104700305,0.130905461,0.166666667,0.916533452,-0.024667932,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"199",0.001,0.390666667,0.221845396,0.179275885,0.223683921,0,1,-0.210084034,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"200",0.001,0.387,0.227684511,0.150207115,0.185951872,0.083333333,0.992292653,-0.128205128,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"201",0.001,0.229833333,0.020546602,0.149996165,0.176761715,0.166666667,0.985141386,0.083969466,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"202",0.001,0.285690476,0.103523102,0.158380023,0.193245103,0,1,-0.274336283,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"203",0.001,0.149166667,-0.057672625,0.142574827,0.174195362,0.166666667,0.946048574,-0.061946903,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"204",0.001,0.199833333,-0.0140004,0.136730604,0.18695592,0.166666667,0.946048574,-0.111111111,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"205",0.001,0.563770202,0.450474876,0.139114617,0.17624943,0.375,0.405533926,0.205298013,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"206",0.001,0.456808081,0.319400561,0.144140119,0.180319072,0.625,0.003229781,0.513513514,3,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"207",0.001,0.521,0.412470696,0.201921466,0.230949024,0.5,0.177722456,0.368421053,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"208",0.001,0.554166667,0.440897272,0.187058496,0.229689575,0.666666667,0.018758432,0.582608696,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"209",0.001,0.652333333,0.558240473,0.190206633,0.240990383,0.5,0.177722456,0.357142857,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"210",0.001,0.344,0.167687809,0.201920076,0.25856041,0.166666667,0.946048574,-0.132075472,3,"14/02/2022","30m",10,10,"cv1010","8020split"
"211",0.001,0.363957071,0.203439419,0.148986033,0.185983089,0.25,0.577844798,0.054704595,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"212",0.001,0.356687951,0.194787194,0.12717804,0.158864078,0.458333333,0.021338242,0.333333333,3,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"213",0.001,0.498333333,0.365665944,0.166371793,0.201052801,0.416666667,0.157643676,0.282051282,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"214",0.001,0.332,0.150276385,0.171031728,0.221680004,0.333333333,0.351221383,0.157894737,3,"03/02/2022","30m",10,10,"cv1010","8020split"
"215",0.001,0.394333333,0.242444002,0.144701015,0.177029236,0.666666667,0.00278151,0.571428571,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"216",0.001,0.432,0.290917835,0.164201978,0.202242094,0.5,0.054402232,0.357142857,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"217",0.001,0.4545,0.31478022,0.132972048,0.16623301,0.416666667,0.157643676,0.256637168,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"218",0.001,0.4425,0.30235348,0.201305713,0.249372229,0.333333333,0.351221383,0.142857143,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"219",0.001,0.352985931,0.191552612,0.142627062,0.175484162,0.208333333,0.871612155,-0.004405286,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"220",0.001,0.278388889,0.095466357,0.127835853,0.158174965,0.166666667,0.949356821,-0.061946903,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"221",0.001,0.378166667,0.21736769,0.197169861,0.243746301,0.416666667,0.368479286,0.288135593,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"222",0.001,0.273333333,0.102413856,0.170790727,0.196954803,0.333333333,0.606925322,0.127272727,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"223",0.001,0.480666667,0.338518228,0.179282145,0.225211145,0.333333333,0.606925322,0.172413793,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"224",0.001,0.324333333,0.160029919,0.147641769,0.187375408,0.25,0.818877354,0,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"225",0.001,0.577323232,0.470248673,0.134258883,0.166492637,0.666666667,2.02e-05,0.578021978,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"226",0.001,0.655207071,0.566442542,0.134134727,0.168526661,0.75,3.89e-07,0.684901532,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"227",0.001,0.704809524,0.621696399,0.183724737,0.231005602,0.25,0.995970465,0.12195122,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"228",0.001,0.728761905,0.651071033,0.172760737,0.219766415,0.25,0.995970465,0.12195122,2,"09/03/2022","15m",10,10,"cv1010","8020split"
"229",0.001,0.545666667,0.425134921,0.180792308,0.228232028,0.5,0.379768823,0.327102804,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"230",0.001,0.540380952,0.419597311,0.161618356,0.19967931,0.666666667,0.072628882,0.538461538,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"231",0.001,0.254166667,0.062869963,0.145554688,0.174217557,0.25,0.818877354,0.107438017,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"232",0.001,0.146833333,-0.072854147,0.131397884,0.160409911,0.166666667,0.946048574,0.0625,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"233",0.001,0.571833333,0.447887635,0.132968672,0.168681987,0.416666667,0.806152344,0.34375,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"234",0.001,0.64847619,0.54829076,0.093849009,0.113759524,0.416666667,0.806152344,0.34375,3,"22/03/2022","50m",10,10,"cv1010","8020split"
"235",0.001,0.533333333,0.417635531,0.225705031,0.274493197,0.833333333,0.000543804,0.785714286,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"236",0.001,0.5905,0.481047619,0.204731559,0.25622689,0.166666667,0.946048574,-0.008403361,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"237",0.001,0.5485,0.43317216,0.117591214,0.141791118,0.583333333,0.014252782,0.454545455,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"238",0.001,0.538166667,0.415995673,0.107237922,0.130662846,0.583333333,0.014252782,0.454545455,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"239",0.001,0.278406136,0.0949658,0.103854458,0.129494927,0.194444444,0.907845224,0.004766444,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"240",0.001,0.297507784,0.120208689,0.103479483,0.129543937,0.277777778,0.562939325,0.1094196,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"241",0.001,0.2695,0.091568948,0.191691259,0.237544607,0.25,0.818877354,-0.048543689,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"242",0.001,0.254833333,0.064433061,0.176896411,0.217092115,0.166666667,0.946048574,-0.071428571,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"243",0.001,0.151,-0.067275111,0.146389775,0.17881523,0.333333333,0.351221383,0.225806452,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"244",0.001,0.201,0.016378331,0.152932796,0.173531545,0.416666667,0.157643676,0.236363636,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"245",0.001,0.232,0.046634325,0.187841421,0.230730948,0.166666667,0.946048574,-0.052631579,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"246",0.001,0.226666667,0.007836427,0.148505461,0.215248468,0.25,0.818877354,0.1,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"247",0.001,0.433083333,0.293450861,0.125319555,0.154694521,0.25,0.743562119,0.101871102,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"248",0.001,0.505651515,0.380468155,0.152926822,0.188261965,0.416666667,0.13187863,0.259911894,3,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"249",0.001,0.5085,0.376666667,0.191375419,0.242878363,0.833333333,3.76e-05,0.787610619,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"250",0.001,0.427666667,0.277967033,0.195519682,0.244756637,0.583333333,0.014252782,0.473684211,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"251",0.001,0.547333333,0.422371468,0.230705744,0.289151472,0.583333333,0.06644764,0.487179487,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"252",0.001,0.307333333,0.107182887,0.139187961,0.185211842,0.166666667,0.946048574,0.047619048,3,"14/02/2022","30m",10,10,"cv1010","8020split"
"253",0.001,0.363505051,0.201159698,0.150147607,0.187305077,0.375,0.121318284,0.205298013,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"254",0.001,0.31069697,0.13706939,0.138517705,0.172090573,0.333333333,0.233795831,0.179487179,4,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"255",0.001,0.526166667,0.392729057,0.152205171,0.187799604,0.166666667,0.985141386,0.076923077,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"256",0.001,0.2955,0.106073034,0.169964923,0.21220319,0.333333333,0.808403993,0.225806452,4,"03/02/2022","30m",10,10,"cv1010","8020split"
"257",0.001,0.528,0.398464027,0.181694234,0.236410572,0.583333333,0.06644764,0.487179487,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"258",0.001,0.475833333,0.336327376,0.184901087,0.232227698,0.666666667,0.018758432,0.582608696,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"259",0.001,0.351833333,0.190041514,0.174140425,0.210319922,0.416666667,0.157643676,0.263157895,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"260",0.001,0.347166667,0.183849964,0.19710382,0.24232903,0.25,0.609324992,0.052631579,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"261",0.001,0.263714646,0.083720779,0.132638672,0.164712177,0.416666667,0.054664922,0.254988914,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"262",0.001,0.269389971,0.086360241,0.122131479,0.152223377,0.208333333,0.753351559,0.051975052,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"263",0.001,0.508333333,0.374838643,0.202890172,0.255545735,0.083333333,0.998447608,-0.073170732,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"264",0.001,0.398,0.248712331,0.16409258,0.202099198,0.083333333,0.998447608,-0.064516129,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"265",0.001,0.482333333,0.339799943,0.174380739,0.21888448,0.333333333,0.606925322,0.2,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"266",0.001,0.382333333,0.216035793,0.194463491,0.250442517,0.25,0.818877354,0.1,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"267",0.001,0.637479798,0.545629655,0.133524514,0.166814531,0.666666667,0.000157148,0.578947368,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"268",0.001,0.650199495,0.560892341,0.123719206,0.155048875,0.791666667,5.73e-07,0.731543624,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"269",0.001,0.531333333,0.398217554,0.127200717,0.155963467,0.333333333,0.606925322,0.135135135,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"270",0.001,0.590166667,0.471000682,0.125217992,0.152711395,0.5,0.177722456,0.351351351,2,"09/03/2022","15m",10,10,"cv1010","8020split"
"271",0.001,0.560214286,0.428978688,0.173545694,0.214961936,0.333333333,0.808403993,0.238095238,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"272",0.001,0.498833333,0.349165882,0.12380189,0.147711773,0.666666667,0.072628882,0.559633028,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"273",0.001,0.258666667,0.067850458,0.14900493,0.184450198,0.333333333,0.606925322,0.119266055,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"274",0.001,0.300047619,0.110277665,0.18831171,0.239489967,0.083333333,0.992292653,-0.03125,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"275",0.001,0.627666667,0.526752361,0.100593636,0.11619022,0.5,0.177722456,0.404958678,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"276",0.001,0.620833333,0.520044775,0.096991067,0.113858971,0.5,0.177722456,0.404958678,2,"22/03/2022","50m",10,10,"cv1010","8020split"
"277",0.001,0.574690476,0.453483536,0.16019728,0.188622216,0.5,0.177722456,0.389830508,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"278",0.001,0.314261905,0.149405027,0.137831055,0.177478341,0.416666667,0.368479286,0.282051282,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"279",0.001,0.633142857,0.525619154,0.106752632,0.12602904,0.416666667,0.608374247,0.328,0,"05/04/2022","50m",10,10,"cv1010","8020split"
"280",0.001,0.645785714,0.537780343,0.084658842,0.100922669,0.416666667,0.608374247,0.328,4,"05/04/2022","50m",10,10,"cv1010","8020split"
"281",0.001,0.285509615,0.102145625,0.099949138,0.12293335,0.194444444,0.907845224,-0.006750241,0,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"282",0.001,0.268057692,0.084395248,0.095577793,0.119103718,0.25,0.704577294,0.037623762,3,"26/05/2022","15-30-50m",10,10,"cv1010","8020split"
"283",0.001,0.2865,0.109826938,0.157486126,0.190820443,0.5,0.177722456,0.327102804,0,"26/05/2022","50m",10,10,"cv1010","8020split"
"284",0.001,0.2045,-0.007415374,0.148823576,0.191255213,0.166666667,0.946048574,0,3,"26/05/2022","50m",10,10,"cv1010","8020split"
"285",0.001,0.260333333,0.069032412,0.125702962,0.151329805,0.25,0.609324992,0.084745763,0,"26/05/2022","15m",10,10,"cv1010","8020split"
"286",0.001,0.4295,0.2771337,0.171526045,0.219404459,0.166666667,0.84161824,-0.034482759,3,"26/05/2022","15m",10,10,"cv1010","8020split"
"287",0.001,0.188666667,-0.026578618,0.145872506,0.168658571,0.166666667,0.946048574,0.024390244,0,"26/05/2022","30m",10,10,"cv1010","8020split"
"288",0.001,0.2135,0.014860665,0.145097494,0.194681027,0.166666667,0.946048574,0,3,"26/05/2022","30m",10,10,"cv1010","8020split"
"289",0.001,0.511277778,0.389332333,0.146016237,0.180376507,0.583333333,0.000523093,0.466666667,0,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"290",0.001,0.476805556,0.346102798,0.137821587,0.172271534,0.541666667,0.002094047,0.417218543,3,"14/02/2022","15-30m",10,10,"cv1010","8020split"
"291",0.001,0.6585,0.568806565,0.191272762,0.241320099,0.666666667,0.00278151,0.582608696,0,"14/02/2022","15m",10,10,"cv1010","8020split"
"292",0.001,0.377166667,0.212310408,0.162016872,0.201948809,0.5,0.054402232,0.345454545,3,"14/02/2022","15m",10,10,"cv1010","8020split"
"293",0.001,0.5845,0.466583134,0.168778789,0.217670324,0.5,0.054402232,0.389830508,0,"14/02/2022","30m",10,10,"cv1010","8020split"
"294",0.001,0.327333333,0.155078755,0.149363032,0.190348315,0.333333333,0.351221383,0.157894737,3,"14/02/2022","30m",10,10,"cv1010","8020split"
"295",0.001,0.326093434,0.156342149,0.126458877,0.157072093,0.416666667,0.13187863,0.286624204,0,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"296",0.001,0.39030303,0.234182956,0.128561653,0.161257194,0.333333333,0.399806108,0.179487179,3,"03/02/2022","15-30m",10,10,"cv1010","8020split"
"297",0.001,0.434,0.289615385,0.14702283,0.178390469,0.5,0.054402232,0.368421053,0,"03/02/2022","30m",10,10,"cv1010","8020split"
"298",0.001,0.4765,0.339679487,0.165519537,0.204261343,0.25,0.609324992,0.1,5,"03/02/2022","30m",10,10,"cv1010","8020split"
"299",0.001,0.529047619,0.394391778,0.189989457,0.245001321,0.416666667,0.608374247,0.322580645,0,"03/02/2022","15m",10,10,"cv1010","8020split"
"300",0.001,0.579380952,0.459336316,0.209201132,0.261956153,0.416666667,0.608374247,0.322580645,3,"03/02/2022","15m",10,10,"cv1010","8020split"
"301",0.001,0.373285714,0.216122091,0.183814975,0.220179004,0.5,0.177722456,0.373913043,0,"03/05/2022","50m",10,10,"cv1010","8020split"
"302",0.001,0.36952381,0.198843432,0.183483662,0.228246874,0.166666667,0.946048574,0.047619048,3,"03/05/2022","50m",10,10,"cv1010","8020split"
"303",0.001,0.291128788,0.106921358,0.134918057,0.168538237,0.083333333,0.997230336,-0.060240964,0,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"304",0.001,0.341361111,0.173206396,0.128791881,0.160448541,0.166666667,0.949356821,-0.002087683,4,"19/01/2022","15-30m",10,10,"cv1010","8020split"
"305",0.001,0.3955,0.238030655,0.197015541,0.235640033,0.333333333,0.606925322,0.2,0,"19/01/2022","30m",10,10,"cv1010","8020split"
"306",0.001,0.3765,0.219205683,0.203987948,0.240216027,0.25,0.818877354,0.076923077,4,"19/01/2022","30m",10,10,"cv1010","8020split"
"307",0.001,0.353,0.186325591,0.181717396,0.23896059,0.75,0.020559498,0.657142857,0,"19/01/2022","15m",10,10,"cv1010","8020split"
"308",0.001,0.2915,0.113852509,0.149831462,0.191294258,0.75,0.020559498,0.647058824,4,"19/01/2022","15m",10,10,"cv1010","8020split"
"309",0.001,0.663284271,0.576325322,0.122571022,0.155283539,0.791666667,5.73e-07,0.730337079,0,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"310",0.001,0.662809524,0.577456115,0.148013108,0.183014777,0.666666667,0.000157148,0.578947368,3,"09/03/2022","15-30m",10,10,"cv1010","8020split"
"311",0.001,0.507166667,0.380834596,0.092029585,0.113994661,0.666666667,0.018758432,0.567567568,0,"09/03/2022","15m",10,10,"cv1010","8020split"
"312",0.001,0.510666667,0.38582967,0.100126743,0.126614323,0.666666667,0.018758432,0.567567568,2,"09/03/2022","15m",10,10,"cv1010","8020split"
"313",0.001,0.57547619,0.455164296,0.137503293,0.167861106,0.666666667,0.018758432,0.593220339,0,"09/03/2022","30m",10,10,"cv1010","8020split"
"314",0.001,0.647119048,0.547121194,0.097640042,0.120170082,0.583333333,0.06644764,0.5,2,"09/03/2022","30m",10,10,"cv1010","8020split"
"315",0.001,0.273166667,0.080555636,0.157150821,0.195310881,0,1,-0.252173913,0,"02/06/2022","50m",10,10,"cv1010","8020split"
"316",0.001,0.173119048,-0.034385049,0.149081299,0.173306512,0.166666667,0.946048574,-0.016949153,2,"02/06/2022","50m",10,10,"cv1010","8020split"
"317",0.001,0.696666667,0.608945926,0.112852262,0.13679306,0.25,0.932866946,0.181818182,0,"22/03/2022","50m",10,10,"cv1010","8020split"
"318",0.001,0.665142857,0.567510628,0.123129408,0.149718317,0.25,0.932866946,0.181818182,2,"22/03/2022","50m",10,10,"cv1010","8020split"
"319",0.001,0.515333333,0.384378848,0.161079412,0.204887572,0.416666667,0.368479286,0.263157895,0,"19/04/2022","50m",10,10,"cv1010","8020split"
"320",0.001,0.418833333,0.267441636,0.15791243,0.197730426,0.583333333,0.06644764,0.433962264,3,"19/04/2022","50m",10,10,"cv1010","8020split"
"321",0.001,0.7695,0.701421644,0.113807066,0.148325431,0.75,0.003855555,0.675675676,0,"05/04/2022","50m",10,10,"cv1010","8020split"
